vector,word,Maxpos,wordCount,percent_of_total
84,measure,VERB,1,1.7857142857142856
84,one,NOUN,1,1.7857142857142856
84,plastic,NOUN,1,1.7857142857142856
84,progress,NOUN,1,1.7857142857142856
84,rectangular,ADJ,1,1.7857142857142856
84,reminder,NOUN,1,1.7857142857142856
84,schedule,NOUN,3,5.357142857142857
84,set,VERB,1,1.7857142857142856
84,show,VERB,1,1.7857142857142856
84,smartphone,NOUN,1,1.7857142857142856
84,smooth,ADJ,1,1.7857142857142856
84,stay,VERB,1,1.7857142857142856
84,surface,NOUN,2,3.571428571428571
84,tablet,VERB,1,1.7857142857142856
84,tangible,ADJ,1,1.7857142857142856
84,task,NOUN,4,7.142857142857142
84,todo,ADJ,1,1.7857142857142856
84,top,NOUN,1,1.7857142857142856
84,track,VERB,2,3.571428571428571
84,use,VERB,1,1.7857142857142856
84,user,NOUN,2,3.571428571428571
84,width,NOUN,1,1.7857142857142856
85,allow,VERB,1,1.8867924528301887
85,bad,ADJ,1,1.8867924528301887
85,breathable,ADJ,1,1.8867924528301887
85,comfort,NOUN,1,1.8867924528301887
85,connect,VERB,1,1.8867924528301887
85,design,VERB,1,1.8867924528301887
85,detect,VERB,1,1.8867924528301887
85,enjoy,VERB,1,1.8867924528301887
85,equip,VERB,1,1.8867924528301887
85,fabric,NOUN,1,1.8867924528301887
85,fill,VERB,1,1.8867924528301887
85,foam,NOUN,1,1.8867924528301887
85,goal,NOUN,1,1.8867924528301887
85,happen,VERB,1,1.8867924528301887
85,have,VERB,1,1.8867924528301887
85,help,VERB,1,1.8867924528301887
85,improve,VERB,3,5.660377358490567
85,make,VERB,1,1.8867924528301887
85,pillow,NOUN,5,9.433962264150944
85,posture,NOUN,5,9.433962264150944
85,reduce,VERB,1,1.8867924528301887
85,remind,VERB,1,1.8867924528301887
85,sensor,NOUN,1,1.8867924528301887
85,set,VERB,1,1.8867924528301887
85,sit,VERB,2,3.7735849056603774
85,sleep,VERB,1,1.8867924528301887
85,slouch,VERB,2,3.7735849056603774
85,smart,ADJ,2,3.7735849056603774
85,smartphone,NOUN,1,1.8867924528301887
85,soft,ADJ,1,1.8867924528301887
85,supportive,ADJ,1,1.8867924528301887
85,tablet,VERB,1,1.8867924528301887
85,time,NOUN,1,1.8867924528301887
85,track,VERB,1,1.8867924528301887
85,user,NOUN,4,7.547169811320755
85,vibrate,VERB,1,1.8867924528301887
85,well,ADJ,1,1.8867924528301887
87,cycle,NOUN,1,12.5
87,environment,NOUN,1,12.5
87,light,NOUN,1,12.5
87,optimal,ADJ,1,12.5
87,pattern,NOUN,1,12.5
87,preprograme,VERB,1,12.5
87,setting,VERB,1,12.5
87,study,VERB,1,12.5
88,break,NOUN,1,8.333333333333332
88,change,VERB,1,8.333333333333332
88,keep,VERB,1,8.333333333333332
88,pattern,NOUN,1,8.333333333333332
88,pillow,NOUN,1,8.333333333333332
88,position,NOUN,1,8.333333333333332
88,posture,NOUN,2,16.666666666666664
88,remind,VERB,1,8.333333333333332
88,take,VERB,1,8.333333333333332
88,track,NOUN,1,8.333333333333332
88,user,NOUN,1,8.333333333333332
89,animal,NOUN,1,7.6923076923076925
89,hand,NOUN,1,7.6923076923076925
89,headseat,NOUN,1,7.6923076923076925
89,help,VERB,1,7.6923076923076925
89,interact,VERB,1,7.6923076923076925
89,massage,VERB,1,7.6923076923076925
89,promote,VERB,1,7.6923076923076925
89,relaxation,NOUN,1,7.6923076923076925
89,rest,NOUN,1,7.6923076923076925
89,soft,ADJ,1,7.6923076923076925
89,vr,NOUN,1,7.6923076923076925
89,wear,VERB,1,7.6923076923076925
89,wrist,NOUN,1,7.6923076923076925
90,accessible,ADJ,1,7.142857142857142
90,connect,VERB,1,7.142857142857142
90,desk,VERB,1,7.142857142857142
90,keep,VERB,2,14.285714285714285
90,one,NOUN,1,7.142857142857142
90,organize,VERB,1,7.142857142857142
90,organizer,NOUN,1,7.142857142857142
90,schedule,NOUN,1,7.142857142857142
90,space,NOUN,1,7.142857142857142
90,surfacetable,ADJ,1,7.142857142857142
90,task,NOUN,1,7.142857142857142
90,track,NOUN,1,7.142857142857142
90,work,NOUN,1,7.142857142857142
91,depend,VERB,1,7.6923076923076925
